FechaAnalisis,NombreCooperativa,Ingresos,InteresesDescuentosGanados,InteresesCausados,MARGEN_NETO_DE_INTERESES,ComisionesGanadas,IngresosServicios,ComisionesCausadas,UtilidadesFinancieras,PerdidasFinancieras,MARGEN_BRUTO_FINANCIERO,Provisiones,MARGEN_NETO_FINANCIERO,GastosOperacion,MARGEN_DE_INTERMEDIACION,OtrosIngresosOperacionales,OtrasPerdidasOperacionales,MARGEN_OPERACIONAL,OtrosIngresos,OtrosGastosPerdidas,GANANCIA_ANTES_DE_IMPUESTOS,ImpuestosparticipacionEmpleados,GANANCIA_O_PERDIDA_DEL_EJERCICIO,Liquidez,ROE,MoraSectorFinanciero,AreaCobertura,TOTAL_CARTERA_IMPRODUCTIVA30,TOTAL_CARTERA_BRUTA30,PROVISIONES30,TOTAL_CARTERA_NETA30,TOTAL_CARTERA_POR_VENCER30,TOTAL_CARTERA_QUE_NO_DEVENGA_INTERES30,TOTAL_CARTERA_VENCIDA30,TOTAL_CARTERA_IMPRODUCTIVA60,TOTAL_CARTERA_BRUTA60,PROVISIONES60,TOTAL_CARTERA_NETA60,TOTAL_CARTERA_POR_VENCER60,TOTAL_CARTERA_QUE_NO_DEVENGA_INTERES60,TOTAL_CARTERA_VENCIDA60,TOTAL_CARTERA_IMPRODUCTIVA90,TOTAL_CARTERA_BRUTA90,PROVISIONES90,TOTAL_CARTERA_NETA90,TOTAL_CARTERA_POR_VENCER90,TOTAL_CARTERA_QUE_NO_DEVENGA_INTERES90,TOTAL_CARTERA_VENCIDA90,Ypredecido,Score
2020-03-31,SAN FRANCISCO,13293668.07,12561087.51,4745765.32,7815322.19,0.0,212490.0,0.0,24790.22,0.0,8052602.41,644084.92,7408517.49,4069200.41,3339317.08,0.0,0.0,3339317.08,495300.34,13355.65,3821261.77,1524613.41,2296648.36,38.0,13.0,5.0,107.5,7940322.95,273498110.36,-21247106.82,252251003.54,265557787.41,4308560.49,3631762.46,7184590.29,270866014.98,-21146671.02,249719343.96,263681424.69,3516576.46,3668013.83,7947204.39,269124545.67,-20525678.62,248598867.05,261177341.28,4109458.61,3837745.78,0.53841037,461.58963
2020-03-31,SAN JOSE,5844076.4,5302556.91,2645662.09,2656894.82,0.0,44692.36,0.0,0.0,0.0,2701587.18,792398.51,1909188.67,1507755.36,401433.31,0.0,0.0,401433.31,496827.13,269163.04,629097.4,188392.46,440704.94,32.0,7.0,5.0,175.6,4442011.88,123640239.55,-9147170.02,114493069.53,119198227.67,2161209.99,2280801.89,4272712.9,121863785.25,-8975211.06,112888574.19,117591072.35,2058716.78,2213996.12,4723125.32,120400327.73,-9255513.28,111144814.45,115677202.41,2451622.97,2271502.35,0.9032273,96.772675
2020-03-31,SANTA ROSA,3820221.14,3559726.96,1550432.12,2009294.84,0.0,88893.74,0.0,8179.88,7759.58,2098608.88,318876.92,1779731.96,2039168.24,-259436.28,0.0,0.0,-259436.28,163420.56,0.0,-96015.72,0.0,-96015.72,24.0,-1.0,9.0,100.0,9422441.67,113518738.57,-7453458.18,106065280.39,104096296.9,6261786.94,3159892.34,7823094.68,113314018.26,-7544928.1,105769090.16,105490923.58,4708042.38,3115052.3,9689382.89,114127720.52,-8133208.95,105994511.57,104438337.63,6130990.65,3558392.24,0.8086443,191.35571
2020-03-31,TULCAN,7850311.02,7426652.76,3150967.85,4275684.91,0.0,92931.2,2015.38,15811.74,102017.19,4280395.28,1234671.21,3045724.07,2089505.67,956218.4,164.41,192.05,956190.76,314750.91,201790.13,1069151.54,387567.43,681584.11,24.0,8.0,3.0,152.4,4272541.97,180566541.76,-8090547.13,172475994.63,176254121.16,2370821.05,1901720.92,3648112.66,179064041.74,-7779116.51,171284925.23,175379903.45,1789636.72,1858475.94,4074666.52,176483283.06,-7649634.42,168833648.64,172372327.73,2252218.26,1822448.26,0.8433119,156.6881
2020-03-31,VICENTINA MANUEL ESTEBAN GODOY ORTEGA,9951334.23,8781821.98,4322686.41,4459135.57,0.0,57287.68,2490.5,22208.41,0.0,4536141.16,1822726.17,2713414.99,2913328.64,-199913.65,19701.0,485.78,-180698.43,1070315.16,273332.75,616283.98,246540.83,369743.15,26.0,3.0,8.0,67.0,8391575.82,230335816.21,-16450686.68,213885129.53,221944240.39,6331547.72,2060028.1,6885773.24,226909172.82,-16091145.18,210818027.64,220023399.58,5135641.97,1750131.27,6991644.86,224309267.75,-15834228.14,208475039.61,217317622.89,5467627.24,1524017.62,0.7854692,214.53082
2020-02-29,15 DE ABRIL,2357789.51,1664040.58,531234.07,1132806.51,8.88,36344.47,9619.74,3792.93,36169.55,1127163.5,462058.36,665105.14,907133.79,-242028.65,0.0,0.0,-242028.65,653602.65,89227.31,322346.69,116850.64,205496.05,23.0,8.0,8.0,141.0,5898968.74,70928310.57,-6477132.65,64451177.92,65029341.83,3444143.52,2454437.23,5988343.54,70313792.66,-6609957.74,63703834.92,64325449.12,3475820.31,2511867.2,5799014.95,68568198.0,-6592895.81,61975302.19,62769183.05,3398966.13,2399377.74,0.834669,165.33101
2020-02-29,23 DE JULIO,5311211.78,4761652.76,2025116.81,2736535.95,11819.02,136091.87,0.0,4125.79,0.0,2888572.63,997055.68,1891516.95,1633078.53,258438.42,0.0,0.0,258438.42,397522.34,25674.47,630286.29,309415.42,320870.87,25.0,5.0,5.0,175.67,7223035.09,166791793.09,-11052884.95,155738908.14,159589501.57,5157705.25,2065329.84,7259817.74,168092855.77,-10138783.5,157954072.27,160854602.93,5203859.77,2055957.97,6460786.81,165997952.26,-9858829.81,156139122.45,159558870.69,4431102.66,2029684.15,0.9441867,55.813313
2020-02-29,29 DE OCTUBRE,13114656.2,10993128.98,4969217.03,6023911.95,27.61,249656.27,83634.98,66994.62,254236.9,6002718.57,2740165.1,3262553.47,3664368.08,-401814.61,330296.89,0.0,-71517.72,1474551.83,441078.68,961955.43,348708.85,613246.58,28.0,5.0,7.0,100.0,23582571.41,400876248.66,-24471767.11,376404481.55,377293677.25,16592876.39,6989131.67,23560926.63,399935418.85,-21355748.3,378579670.55,376374492.22,16880700.64,6679680.12,21835066.0,397522594.98,-20468423.49,377054171.49,375687528.98,15501642.72,6332874.45,0.7336214,266.37857
2020-02-29,ALIANZA DEL VALLE,10447726.87,9325647.14,3541878.05,5783769.09,0.0,267380.93,20070.0,7925.21,0.0,6039005.23,1987863.97,4051141.26,2379723.03,1671418.23,13.29,0.0,1671431.52,846760.3,331621.18,2186570.64,796716.76,1389853.88,21.0,13.0,5.0,100.0,11365433.48,322890881.35,-16830895.9,306059985.45,311525447.87,8402824.4,2962609.08,16973998.72,322737139.01,-17664039.56,305073099.45,305763140.29,13841986.51,3132012.21,15996316.97,316284882.76,-16546560.11,299738322.65,300288565.79,12599615.93,3396701.04,0.542507,457.493
2020-02-29,AMBATO,3820492.85,3532837.57,1523807.3,2009030.27,0.0,80544.36,2260.84,6481.14,0.0,2093794.93,331801.04,1761993.89,1259485.78,502508.11,0.0,0.0,502508.11,200629.78,35211.14,667926.75,242123.44,425803.31,25.0,13.0,3.0,141.0,3208934.61,117444146.17,-4479927.15,112964219.02,114235211.56,2218192.04,990742.57,3181708.08,116445473.99,-4381531.16,112063942.83,113263765.91,2187667.77,994040.31,3025177.5,113170077.23,-4380622.56,108789454.67,110144899.73,2020694.75,1004482.75,0.7155627,284.4373
2020-02-29,ANDALUCIA,6617358.06,5978353.66,2532342.84,3446010.82,0.0,152844.47,0.0,0.0,141354.89,3457500.4,1518296.75,1939203.65,1897780.12,41423.53,0.0,0.0,41423.53,486159.93,154323.1,373260.36,135306.91,237953.45,27.0,4.0,5.0,99.4,9632106.54,226257401.33,-10184055.77,216073345.56,215971716.18,7282112.23,2305330.88,11409767.32,221395810.54,-11487251.23,209908559.31,209373678.05,8621209.81,2762926.37,10849427.45,216356830.72,-10886613.77,205470216.95,204868274.55,8250923.43,2588341.17,0.91166013,88.33987
2020-02-29,ATUNTAQUI,4471012.78,4164624.35,1648197.1,2516427.25,33758.21,75379.15,1344.0,4399.68,25067.86,2603552.43,528105.27,2075447.16,1320631.64,754815.52,0.0,0.0,754815.52,192851.39,58474.5,889192.41,322332.25,566860.16,21.0,10.0,4.0,101.4,4578292.5,155032451.43,-5189023.68,149843427.75,150431115.11,1663412.92,2911235.85,4732963.66,153780718.3,-5148179.39,148632538.91,149020437.05,2200313.13,2532650.53,4941682.42,153052573.03,-5099076.24,147953496.79,148086961.6,2373878.96,2563954.66,0.40622917,593.7709
2020-02-29,CAMARA DE COMERCIO DE AMBATO,3145580.3,2719405.66,1574172.15,1145233.51,26856.43,8911.62,0.0,33846.95,50267.72,1164580.79,30000.0,1134580.79,1108515.64,26065.15,19719.35,0.0,45784.5,336840.29,253525.81,129098.98,0.0,129098.98,21.0,4.0,5.0,53.67,4941833.14,115333261.76,-3169939.7,112163322.06,110391428.62,4118419.08,823414.06,7230263.31,116338583.5,-3590765.8,112747817.7,109108320.19,5894498.97,1335764.34,7244422.15,114915385.56,-3639997.05,111275388.51,107670963.41,5614238.71,1630183.44,0.94614387,53.856133
2020-02-29,CHIBULEO,4569201.47,4315328.14,2114808.15,2200519.99,0.0,45609.38,1771.9,0.0,0.0,2244357.47,364160.23,1880197.24,1570902.31,309294.93,38264.1,0.0,347559.03,169999.85,20704.28,496854.6,180109.79,316744.81,29.0,9.0,3.0,172.5,3669845.77,147437263.04,-5713829.49,141723433.55,143767417.27,1523012.7,2146833.07,3883860.73,146443956.64,-5713829.51,140730127.13,142560095.91,1706645.78,2177214.95,4154184.93,144942404.5,-5713829.57,139228574.93,140788219.57,1994258.24,2159926.69,0.88398516,116.01484
2020-02-29,COOPROGRESO,13092512.15,11668733.0,6480949.42,5187783.58,265.3,276683.02,0.0,243248.92,352402.24,5355578.58,1476765.11,3878813.47,3700427.05,178386.42,517110.51,2217.82,693279.11,386471.4,195076.32,884674.19,307898.62,576775.57,27.0,6.0,4.0,220.14,13816963.54,404559896.68,-19506455.14,385053441.54,390742933.14,8700565.55,5114894.99,14551527.07,402388976.14,-19370321.28,383018654.86,387837449.07,9488626.64,5061891.57,13742070.35,393338347.07,-19058661.49,374279685.58,379596276.72,8802769.03,4937788.37,0.845019,154.98102
2020-02-29,DE LA PEQUEÑA EMPRESA BIBLIAN,5900794.72,5620237.29,2802636.09,2817601.2,4563.61,73694.99,0.0,474.36,0.0,2896334.16,1012566.45,1883767.71,1380812.22,502955.49,1.76,0.0,502957.25,201822.71,50666.39,654113.57,243604.31,410509.26,21.0,6.0,5.0,119.8,8459797.93,214850718.18,-11610129.99,203240588.19,206390920.25,3245665.68,5214132.25,9948979.5,213672620.99,-11539033.05,202133587.94,203723641.49,5000516.72,4948462.78,8947469.12,210954782.17,-10902016.06,200052766.11,202007313.05,4345545.42,4601923.7,0.7358112,264.1888
2020-02-29,DE LA PEQUEÑA EMPRESA DE COTOPAXI,9260547.27,8273032.97,3545778.91,4727254.06,34.24,50166.11,672.0,14840.62,41475.69,4750147.34,1326585.94,3423561.4,1682013.95,1741547.45,10853.24,18170.58,1734230.11,911620.09,36052.18,2609798.02,946051.77,1663746.25,26.0,14.0,4.0,131.0,7976826.94,266630039.77,-15685906.11,250944133.66,258653212.83,4668166.06,3308660.88,9369522.97,265149661.76,-15175520.81,249974140.95,255780138.79,6113239.05,3256283.92,9407581.01,263639843.46,-15522246.16,248117597.3,254232262.45,5654004.91,3753576.1,0.33665106,663.34894
2020-02-29,DE LA PEQUEÑA EMPRESA DE PASTAZA,3726367.2,3631723.23,1402032.99,2229690.24,12830.82,11499.3,0.0,6698.69,0.0,2260719.05,369767.73,1890951.32,1214133.18,676818.14,0.0,0.0,676818.14,63615.16,7229.17,733204.13,265786.5,467417.63,25.0,9.0,2.0,153.0,2293285.04,127160933.09,-3293672.68,123867260.41,124867648.05,1370325.71,922959.33,2285030.46,126043431.95,-3171342.68,122872089.27,123758401.49,1340806.12,944224.34,2388270.52,125436743.25,-3110015.48,122326727.77,123048472.73,1451336.79,936933.73,0.8939593,106.04072
2020-02-29,DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,3036016.2,2951619.94,868915.77,2082704.17,0.0,5831.3,2053.43,7273.05,0.0,2093755.09,1005565.8,1088189.29,1053689.84,34499.45,12059.85,0.0,46559.3,59232.06,6628.03,99163.33,36789.59,62373.74,36.0,1.0,2.0,189.5,2643088.94,152867337.5,-5574276.09,147293061.41,150224248.56,1994352.24,648736.7,3740835.63,152966097.8,-6067080.2,146899017.6,149225262.17,3000870.36,739965.27,3627464.91,153510022.5,-5962664.09,147547358.41,149882557.59,2904052.07,723412.84,0.90809673,91.90327
2020-02-29,EL SAGRARIO,4797805.0,4229326.48,2107905.41,2121421.07,0.0,180111.31,0.0,4303.06,0.0,2305835.44,619715.65,1686119.79,1173281.1,512838.69,9358.95,9298.93,512898.71,374705.2,84629.29,802974.62,296441.25,506533.37,25.0,8.0,2.0,164.0,2759072.51,132349227.04,-4701488.97,127647738.07,129590154.53,1495246.85,1263825.66,3061143.32,131981245.55,-4695016.17,127286229.38,128920102.23,1787173.01,1273970.31,3010232.15,131524189.81,-4573395.77,126950794.04,128513957.66,1728793.17,1281438.98,0.87402666,125.97334
2020-02-29,ERCO,3636748.46,2860268.11,1196327.26,1663940.85,12994.61,67625.92,0.0,4362.73,4446.09,1744478.02,745365.69,999112.33,1049633.44,-50521.11,1703.76,208355.66,-257173.01,689793.33,83169.62,349450.7,126672.63,222778.07,20.0,6.0,3.0,158.0,2522209.96,97325212.18,-5029483.74,92295728.44,94803002.22,1694724.69,827485.27,2950279.08,95520411.05,-5015785.42,90504625.63,92570131.97,2109994.84,840284.24,2511299.66,93240233.75,-4819889.96,88420343.79,90728934.09,1735380.94,775918.72,0.8028442,197.15578
2020-02-29,FERNANDO DAQUILEMA,5762685.86,5228675.6,2198289.06,3030386.54,0.0,30276.58,0.0,0.0,0.0,3060663.12,681983.4,2378679.72,2161320.2,217359.52,18661.74,53.75,235967.51,485071.94,66352.02,654687.43,175379.39,479308.04,32.0,13.0,3.0,188.67,3751603.55,159658516.61,-6177154.39,153481362.22,155906913.06,1834448.62,1917154.93,4133617.85,161692045.18,-6260523.03,155431522.15,157558427.33,2141767.31,1991850.54,4087049.91,158363580.99,-6412577.3,151951003.69,154276531.08,2023639.02,2063410.89,0.8186605,181.33951
2020-02-29,JARDIN AZUAYO,20532456.61,19402742.38,8634073.54,10768668.84,117946.24,130004.53,674.24,399158.56,28293.49,11386810.44,3723400.57,7663409.87,6209019.56,1454390.31,0.0,27864.65,1426525.66,482604.9,360877.81,1548252.75,561241.61,987011.14,23.0,4.0,3.0,178.4,24501607.55,781652843.99,-53904487.67,727748356.32,757151236.44,19928018.07,4573589.48,24838259.64,780058351.56,-54645256.92,725413094.64,755220091.92,20292403.31,4545856.33,23423705.75,774282791.69,-53406165.77,720876625.92,750859085.94,19031211.56,4392494.19,0.76913977,230.86023
2020-02-29,JUVENTUD ECUATORIANA PROGRESISTA,50650230.23,42370565.69,21386559.93,20984005.76,711201.9,3027746.04,90669.25,200075.94,22031.14,24810329.25,7833127.53,16977201.72,17883677.39,-906475.67,0.0,0.0,-906475.67,4340640.66,1355621.19,2078543.8,816894.91,1261648.89,21.0,3.0,4.0,84.5,57781863.7,1645804426.85,-52533510.2,1593270916.65,1587636483.89,41916369.91,15865493.79,67107264.58,1636383730.21,-56391342.04,1579992388.17,1568894043.18,48924731.93,18182532.65,66558247.86,1629111799.9,-57346264.55,1571765535.35,1562168028.73,47313859.45,19244388.41,0.68711334,312.88666
2020-02-29,KULLKI WASI,3338380.93,3258796.14,1310560.89,1948235.25,0.0,4559.34,0.0,4647.33,0.0,1957441.92,99939.43,1857502.49,1363896.62,493605.87,3303.59,0.0,496909.46,67074.53,0.0,563983.99,204524.2,359459.79,18.0,14.0,6.0,140.25,5382597.66,101277784.56,-7300655.4,93977129.16,95895186.9,2648437.68,2734159.98,6320750.57,100459409.94,-7650671.3,92808738.64,94138659.37,3136854.29,3183896.28,6192557.64,98178658.95,-7650671.3,90527987.65,91986101.31,4007903.2,2184654.44,0.7588925,241.10753
2020-02-29,MUSHUC RUNA,6831550.88,6206088.69,2627088.97,3578999.72,0.0,12938.15,0.0,12288.35,0.0,3604226.22,668591.53,2935634.69,2663094.29,272540.4,50580.73,0.0,323121.13,549654.96,194413.32,678362.77,250231.07,428131.7,24.0,5.0,6.0,94.0,11793348.11,214435227.15,-15595816.7,198839410.45,202641879.04,7655130.45,4138217.66,13181630.73,212527641.33,-15298020.12,197229621.21,199346010.6,8775139.09,4406491.64,13776242.1,211417225.85,-14898462.31,196518763.54,197640983.75,9470477.67,4305764.43,0.83556926,164.43074
2020-02-29,ONCE DE JUNIO,2674611.6,2324345.2,1214574.87,1109770.33,0.0,56397.61,0.0,6495.77,148.22,1172515.49,574375.35,598140.14,772210.15,-174070.01,0.0,0.0,-174070.01,287373.02,18769.07,94533.94,66949.44,27584.5,32.0,1.0,7.0,98.5,5861116.2,83282386.57,-5885473.73,77396912.84,77421270.37,4354591.44,1505765.3,5900341.5,82173459.43,-5169996.96,77003462.47,76273117.93,4428412.62,1471190.51,5373178.87,81046190.86,-4981038.08,76065152.78,75673011.99,4010119.07,1362318.62,0.81834424,181.65576
2020-02-29,OSCUS,9188069.69,8742926.04,3699109.03,5043817.01,0.0,72461.66,10174.96,29875.53,91964.08,5044015.16,1623746.84,3420268.32,2762642.31,657626.01,75647.85,0.0,733273.86,267158.61,59.5,1000372.97,294586.51,705786.46,28.0,7.0,4.0,178.17,9870167.21,285642052.3,-16487825.09,269154227.21,275771885.09,6864394.85,3005772.36,11092419.95,283088728.88,-16064946.3,267023782.58,271996308.93,7993387.18,3099032.77,10421952.32,277509144.81,-15540152.76,261968992.05,267087192.49,7483954.49,2937997.83,0.7464421,253.55792
2020-02-29,PABLO MUÑOZ VEGA,5595769.11,4640298.62,2171977.68,2468320.94,0.0,10542.7,1344.0,9674.57,101667.87,2385526.34,1098171.84,1287354.5,1365186.74,-77832.24,0.0,20042.61,-97874.85,935253.22,31704.73,805673.64,292056.71,513616.93,16.0,11.0,4.0,298.8,4990873.53,188265069.18,-8157988.7,180107080.48,183274195.65,2449756.18,2541117.35,5051163.44,185079846.4,-8098767.29,176981079.11,180028682.96,2443094.58,2608068.86,5012273.22,174962505.34,-7712265.7,167250239.64,169950232.12,2433185.79,2579087.43,0.8549547,145.04529
2020-02-29,PILAHUIN TIO,4552276.53,4498886.73,2528031.95,1970854.78,1217.98,39796.72,0.0,3406.98,0.0,2015276.46,286875.45,1728401.01,1410104.04,318296.97,0.0,0.0,318296.97,8968.12,0.0,327265.09,0.0,327265.09,32.0,11.0,8.0,89.33,6901542.49,124453880.8,-8327462.34,116126418.46,117552338.31,4889290.47,2012252.02,11309215.71,128438787.27,-9304074.25,119134713.02,117129571.56,8707054.33,2602161.38,11983102.86,127830024.96,-8904644.97,118925379.99,115846922.1,9548354.5,2434748.36,0.78516144,214.83856
2020-02-29,POLICIA NACIONAL,18396391.89,16455624.81,8204343.66,8251281.15,321926.02,432479.22,130007.96,0.0,0.0,8875678.43,2246761.11,6628917.32,6214705.79,414211.53,124470.7,0.0,538682.23,1061891.14,273558.58,1327014.79,481042.86,845971.93,32.0,4.0,4.0,109.86,25805347.28,659440334.19,-26780530.35,632659803.84,633634986.91,21800316.07,4005031.21,26580314.95,658519100.82,-25419237.23,633099863.59,631938785.87,22778638.01,3801676.94,25805853.75,649450876.04,-24231180.18,625219695.86,623645022.29,22189340.73,3616513.02,0.8621994,137.80057
2020-02-29,RIOBAMBA,7281399.79,6701934.49,2588209.49,4113725.0,0.0,32045.92,0.0,14749.88,0.0,4160520.8,703535.23,3456985.57,2203348.19,1253637.38,0.0,0.0,1253637.38,532669.5,15816.47,1770490.41,641802.75,1128687.66,19.0,11.0,2.0,120.4,3133711.01,235315729.52,-4930838.83,230384890.69,232182018.51,2082995.58,1050715.43,3837690.16,233203641.79,-5080707.76,228122934.03,229365951.63,2486921.89,1350768.27,3687089.68,229042968.75,-4945191.12,224097777.63,225355879.07,2358948.65,1328141.03,0.6284496,371.55038
2020-02-29,SAN FRANCISCO,8908558.19,8353952.17,3095655.96,5258296.21,0.0,168786.4,0.0,16407.6,0.0,5443490.21,544817.45,4898672.76,2678891.23,2219781.53,0.0,0.0,2219781.53,369412.02,23092.69,2566100.86,1026440.31,1539660.55,37.0,13.0,3.0,202.33,7184590.29,270866014.98,-21146671.02,249719343.96,263681424.69,3516576.46,3668013.83,7947204.39,269124545.67,-20525678.62,248598867.05,261177341.28,4109458.61,3837745.78,7964248.11,266795327.67,-20643953.61,246151374.06,258831079.56,4009439.0,3954809.11,0.7836591,216.3409
2020-02-29,SAN JOSE,3891862.15,3498414.79,1731644.53,1766770.26,0.0,30927.99,0.0,0.0,0.0,1797698.25,506550.79,1291147.46,965971.6,325175.86,0.0,0.0,325175.86,362519.37,257661.41,430033.82,109394.07,320639.75,33.0,7.0,4.0,225.0,4272712.9,121863785.25,-8975211.06,112888574.19,117591072.35,2058716.78,2213996.12,4723125.32,120400327.73,-9255513.28,111144814.45,115677202.41,2451622.97,2271502.35,4663260.65,118234767.72,-9097489.06,109137278.66,113571507.07,2365591.71,2297668.94,0.9032909,96.709076
2020-02-29,SANTA ROSA,2603597.49,2397452.71,916051.03,1481401.68,0.0,62211.34,0.0,5451.11,3330.06,1545734.07,238271.91,1307462.16,1328938.12,-21475.96,0.0,0.0,-21475.96,138482.33,0.0,117006.37,0.0,117006.37,24.0,3.0,8.0,100.0,7823094.68,113314018.26,-7544928.1,105769090.16,105490923.58,4708042.38,3115052.3,9689382.89,114127720.52,-8133208.95,105994511.57,104438337.63,6130990.65,3558392.24,10029774.52,113378105.4,-8235729.18,105142376.22,103348330.88,6281765.94,3748008.58,0.8214132,178.58678
2020-02-29,TULCAN,5181351.39,4907880.1,2076041.61,2831838.49,0.0,40635.61,1415.38,10690.61,69995.66,2811753.67,596591.33,2215162.34,1315269.31,899893.03,164.41,184.31,899873.13,221980.66,118054.88,1003798.91,363869.44,639929.47,23.0,11.0,2.0,177.4,3648112.66,179064041.74,-7779116.51,171284925.23,175379903.45,1789636.72,1858475.94,4074666.52,176483283.06,-7649634.42,168833648.64,172372327.73,2252218.26,1822448.26,3684219.35,172618583.83,-7374239.83,165244344.0,168897795.9,1899606.9,1784612.45,0.76152337,238.47664
2020-02-29,VICENTINA MANUEL ESTEBAN GODOY ORTEGA,6731530.52,5948908.56,2825108.63,3123799.93,0.0,41225.19,1678.75,14759.91,0.0,3178106.28,1012257.51,2165848.77,1870392.66,295456.11,19701.0,444.06,314713.05,706935.86,272215.92,749432.99,306529.01,442903.98,26.0,5.0,4.0,119.83,6885773.24,226909172.82,-16091145.18,210818027.64,220023399.58,5135641.97,1750131.27,6991644.86,224309267.75,-15834228.14,208475039.61,217317622.89,5467627.24,1524017.62,6805549.67,220336109.62,-15580672.26,204755437.36,213530559.95,5226805.08,1578744.59,0.7247964,275.20358
2020-01-31,15 DE ABRIL,1025164.19,851661.89,273243.92,578417.97,4.44,18583.62,4976.7,0.0,18429.56,573599.77,252477.02,321122.75,420012.6,-98889.85,0.0,0.0,-98889.85,154914.24,51585.74,4438.65,0.0,4438.65,24.0,0.0,8.0,162.5,5988343.54,70313792.66,-6609957.74,63703834.92,64325449.12,3475820.31,2511867.2,5799014.95,68568198.0,-6592895.81,61975302.19,62769183.05,3398966.13,2399377.74,5757977.02,67684914.06,-6376025.69,61308888.37,61926937.04,3422329.09,2334992.29,0.9303781,69.62192
2020-01-31,23 DE JULIO,2687269.6,2444980.88,1029757.83,1415223.05,6043.71,69501.25,0.0,0.0,0.0,1490768.01,382767.86,1108000.15,762559.28,345440.87,0.0,0.0,345440.87,166743.76,78920.61,433264.02,183658.44,249605.58,27.0,8.0,5.0,117.5,7259817.74,168092855.77,-10138783.5,157954072.27,160854602.93,5203859.77,2055957.97,6460786.81,165997952.26,-9858829.81,156139122.45,159558870.69,4431102.66,2029684.15,5509984.81,166238592.37,-9622094.24,156616498.13,160750790.71,3348247.43,2161737.38,0.8540196,145.98042
2020-01-31,29 DE OCTUBRE,6687601.82,5706041.91,2549348.98,3156692.93,10.52,129012.9,3815.26,42841.07,141853.61,3182888.55,1677102.13,1505786.42,1710076.43,-204290.01,30980.4,0.0,-173309.61,778715.02,290612.6,314792.81,114112.4,200680.41,25.0,4.0,6.0,100.0,23560926.63,399935418.85,-21355748.3,378579670.55,376374492.22,16880700.64,6679680.12,21835066.0,397522594.98,-20468423.49,377054171.49,375687528.98,15501642.72,6332874.45,20892331.09,395445424.21,-19707412.96,375738011.25,374553093.12,14897725.85,5994065.48,0.71839064,281.60934
2020-01-31,ALIANZA DEL VALLE,5406769.45,4785187.83,1813395.6,2971792.23,0.0,138879.18,0.0,0.0,0.0,3110671.41,794877.94,2315793.47,1113099.03,1202694.44,13.29,0.0,1202707.73,482689.15,240811.65,1444585.23,523662.14,920923.09,22.0,17.0,4.0,100.0,16973998.72,322737139.01,-17664039.56,305073099.45,305763140.29,13841986.51,3132012.21,15996316.97,316284882.76,-16546560.11,299738322.65,300288565.79,12599615.93,3396701.04,12660869.96,311178651.58,-14981215.2,296197436.38,298517781.62,10785167.35,1875702.61,0.7100392,289.96082
2020-01-31,AMBATO,1970552.82,1809164.23,779764.67,1029399.56,0.0,41286.26,1073.59,3032.73,0.0,1072644.96,208524.6,864120.36,654003.63,210116.73,0.0,0.0,210116.73,117069.6,25692.97,301493.36,109291.34,192202.02,25.0,12.0,3.0,152.75,3181708.08,116445473.99,-4381531.16,112063942.83,113263765.91,2187667.77,994040.31,3025177.5,113170077.23,-4380622.56,108789454.67,110144899.73,2020694.75,1004482.75,2747321.6,112690571.7,-4242865.23,108447706.47,109943250.1,1748324.3,998997.3,0.8649009,135.0991
2020-01-31,ANDALUCIA,3492767.98,3129252.51,1299595.85,1829656.66,0.0,82195.84,0.0,0.0,74354.28,1837498.22,812648.22,1024850.0,1010412.75,14437.25,0.0,0.0,14437.25,281319.63,109438.81,186318.07,67540.3,118777.77,26.0,4.0,4.0,106.2,11409767.32,221395810.54,-11487251.23,209908559.31,209373678.05,8621209.81,2762926.37,10849427.45,216356830.72,-10886613.77,205470216.95,204868274.55,8250923.43,2588341.17,9450292.71,217221091.64,-10090486.34,207130605.3,207191972.65,7103837.73,2341850.33,0.86576444,134.23557
2020-01-31,ATUNTAQUI,2293083.22,2149948.1,848213.82,1301734.28,324.15,38037.47,672.0,0.0,13130.27,1326293.63,226480.23,1099813.4,645874.39,453939.01,0.0,0.0,453939.01,104773.5,38845.41,519867.1,188451.82,331415.28,21.0,12.0,3.0,113.0,4732963.66,153780718.3,-5148179.39,148632538.91,149020437.05,2200313.13,2532650.53,4941682.42,153052573.03,-5099076.24,147953496.79,148086961.6,2373878.96,2563954.66,4500052.33,151275130.78,-4988315.12,146286815.66,146750299.97,2010436.85,2489615.48,0.48059577,519.40424
2020-01-31,CAMARA DE COMERCIO DE AMBATO,1690790.51,1448556.24,803426.69,645129.55,13392.64,5106.05,0.0,17504.8,29674.83,651458.21,30000.0,621458.21,562790.33,58667.88,19689.35,0.0,78357.23,186541.43,162164.86,102733.8,37241.0,65492.8,20.0,4.0,5.0,56.0,7230263.31,116338583.5,-3590765.8,112747817.7,109108320.19,5894498.97,1335764.34,7244422.15,114915385.56,-3639997.05,111275388.51,107670963.41,5614238.71,1630183.44,6908542.95,113743209.48,-3657825.18,110085384.3,106834666.53,5297604.64,1610938.31,0.94533765,54.662346
